case,activity,timestamp,completeTime
50,A,2019/01/11 00:40:00.000,2019/01/11 00:40:00.000
44,B,2019/01/11 00:40:26.720,2019/01/11 00:40:26.720
41,A,2019/01/11 00:40:54.138,2019/01/11 00:40:54.138
38,H,2019/01/11 00:41:18.053,2019/01/11 00:41:18.053
47,C,2019/01/11 00:43:06.729,2019/01/11 00:43:06.729
39,G,2019/01/11 00:43:18.542,2019/01/11 00:43:18.542
32,J,2019/01/11 00:43:37.072,2019/01/11 00:43:37.072
37,J,2019/01/11 00:46:14.443,2019/01/11 00:46:14.443
34,M,2019/01/11 00:47:46.321,2019/01/11 00:47:46.321
40,K,2019/01/11 00:48:14.999,2019/01/11 00:48:14.999
45,G,2019/01/11 00:50:42.507,2019/01/11 00:50:42.507
31,G,2019/01/11 00:51:36.384,2019/01/11 00:51:36.384
49,D,2019/01/11 00:51:54.706,2019/01/11 00:51:54.706
43,H,2019/01/11 00:54:41.700,2019/01/11 00:54:41.700
46,A,2019/01/11 00:54:46.477,2019/01/11 00:54:46.477
51,A,2019/01/11 01:00:00.000,2019/01/11 01:00:00.000
42,E,2019/01/11 01:00:03.264,2019/01/11 01:00:03.264
30,I,2019/01/11 01:06:55.020,2019/01/11 01:06:55.020
41,B,2019/01/11 01:07:05.389,2019/01/11 01:07:05.389
44,C,2019/01/11 01:09:42.583,2019/01/11 01:09:42.583
47,A,2019/01/11 01:10:45.682,2019/01/11 01:10:45.682
39,I,2019/01/11 01:11:44.568,2019/01/11 01:11:44.568
50,D,2019/01/11 01:12:00.023,2019/01/11 01:12:00.023
32,K,2019/01/11 01:12:20.359,2019/01/11 01:12:20.359
23,G,2019/01/11 01:14:38.537,2019/01/11 01:14:38.537
49,F,2019/01/11 01:17:11.013,2019/01/11 01:17:11.013
31,I,2019/01/11 01:18:57.149,2019/01/11 01:18:57.149
45,I,2019/01/11 01:18:58.975,2019/01/11 01:18:58.975
52,A,2019/01/11 01:20:00.000,2019/01/11 01:20:00.000
34,N,2019/01/11 01:22:24.879,2019/01/11 01:22:24.879
37,L,2019/01/11 01:23:10.637,2019/01/11 01:23:10.637
40,M,2019/01/11 01:23:22.428,2019/01/11 01:23:22.428
46,B,2019/01/11 01:26:17.743,2019/01/11 01:26:17.743
51,D,2019/01/11 01:27:40.391,2019/01/11 01:27:40.391
42,G,2019/01/11 01:34:17.621,2019/01/11 01:34:17.621
30,J,2019/01/11 01:36:04.740,2019/01/11 01:36:04.740
41,C,2019/01/11 01:36:19.682,2019/01/11 01:36:19.682
47,D,2019/01/11 01:36:28.095,2019/01/11 01:36:28.095
50,F,2019/01/11 01:39:10.787,2019/01/11 01:39:10.787
53,A,2019/01/11 01:40:00.000,2019/01/11 01:40:00.000
32,M,2019/01/11 01:40:49.867,2019/01/11 01:40:49.867
44,A,2019/01/11 01:41:15.433,2019/01/11 01:41:15.433
39,J,2019/01/11 01:42:09.833,2019/01/11 01:42:09.833
23,H,2019/01/11 01:45:29.805,2019/01/11 01:45:29.805
49,E,2019/01/11 01:46:27.442,2019/01/11 01:46:27.442
31,J,2019/01/11 01:46:41.797,2019/01/11 01:46:41.797
37,M,2019/01/11 01:51:07.630,2019/01/11 01:51:07.630
45,J,2019/01/11 01:52:15.524,2019/01/11 01:52:15.524
52,B,2019/01/11 01:52:40.240,2019/01/11 01:52:40.240
40,N,2019/01/11 01:54:18.817,2019/01/11 01:54:18.817
51,F,2019/01/11 01:56:11.374,2019/01/11 01:56:11.374
46,C,2019/01/11 01:57:00.432,2019/01/11 01:57:00.432
54,A,2019/01/11 02:00:00.000,2019/01/11 02:00:00.000
42,I,2019/01/11 02:00:07.595,2019/01/11 02:00:07.595
41,A,2019/01/11 02:02:35.280,2019/01/11 02:02:35.280
47,F,2019/01/11 02:05:44.331,2019/01/11 02:05:44.331
53,D,2019/01/11 02:07:00.840,2019/01/11 02:07:00.840
44,D,2019/01/11 02:07:44.186,2019/01/11 02:07:44.186
50,E,2019/01/11 02:09:45.477,2019/01/11 02:09:45.477
30,L,2019/01/11 02:09:51.465,2019/01/11 02:09:51.465
32,O,2019/01/11 02:12:14.154,2019/01/11 02:12:14.154
39,L,2019/01/11 02:15:29.724,2019/01/11 02:15:29.724
49,G,2019/01/11 02:16:54.506,2019/01/11 02:16:54.506
31,K,2019/01/11 02:18:02.486,2019/01/11 02:18:02.486
55,A,2019/01/11 02:20:00.000,2019/01/11 02:20:00.000
37,O,2019/01/11 02:20:31.479,2019/01/11 02:20:31.479
52,C,2019/01/11 02:21:44.746,2019/01/11 02:21:44.746
46,A,2019/01/11 02:23:41.949,2019/01/11 02:23:41.949
45,L,2019/01/11 02:26:28.285,2019/01/11 02:26:28.285
53,F,2019/01/11 02:27:01.876,2019/01/11 02:27:01.876
51,E,2019/01/11 02:27:58.056,2019/01/11 02:27:58.056
41,D,2019/01/11 02:28:29.090,2019/01/11 02:28:29.090
42,J,2019/01/11 02:28:57.805,2019/01/11 02:28:57.805
44,F,2019/01/11 02:32:26.136,2019/01/11 02:32:26.136
54,B,2019/01/11 02:32:28.070,2019/01/11 02:32:28.070
48,I,2019/01/11 02:33:07.982,2019/01/11 02:33:07.982
47,E,2019/01/11 02:36:34.071,2019/01/11 02:36:34.071
50,G,2019/01/11 02:38:35.309,2019/01/11 02:38:35.309
56,A,2019/01/11 02:40:00.000,2019/01/11 02:40:00.000
30,M,2019/01/11 02:41:33.488,2019/01/11 02:41:33.488
31,M,2019/01/11 02:45:28.153,2019/01/11 02:45:28.153
49,H,2019/01/11 02:48:48.729,2019/01/11 02:48:48.729
55,B,2019/01/11 02:51:23.695,2019/01/11 02:51:23.695
52,A,2019/01/11 02:51:26.455,2019/01/11 02:51:26.455
39,M,2019/01/11 02:51:48.370,2019/01/11 02:51:48.370
42,L,2019/01/11 02:53:23.746,2019/01/11 02:53:23.746
41,F,2019/01/11 02:55:20.187,2019/01/11 02:55:20.187
51,G,2019/01/11 02:56:04.976,2019/01/11 02:56:04.976
45,M,2019/01/11 02:57:13.942,2019/01/11 02:57:13.942
53,E,2019/01/11 02:57:21.805,2019/01/11 02:57:21.805
46,B,2019/01/11 02:57:54.490,2019/01/11 02:57:54.490
57,A,2019/01/11 03:00:00.000,2019/01/11 03:00:00.000
44,E,2019/01/11 03:00:21.469,2019/01/11 03:00:21.469
54,C,2019/01/11 03:04:19.661,2019/01/11 03:04:19.661
48,J,2019/01/11 03:06:30.290,2019/01/11 03:06:30.290
47,G,2019/01/11 03:06:49.414,2019/01/11 03:06:49.414
30,N,2019/01/11 03:08:23.592,2019/01/11 03:08:23.592
56,D,2019/01/11 03:11:11.037,2019/01/11 03:11:11.037
50,H,2019/01/11 03:12:00.087,2019/01/11 03:12:00.087
31,O,2019/01/11 03:16:39.318,2019/01/11 03:16:39.318
39,O,2019/01/11 03:19:07.110,2019/01/11 03:19:07.110
58,A,2019/01/11 03:20:00.000,2019/01/11 03:20:00.000
41,E,2019/01/11 03:21:07.830,2019/01/11 03:21:07.830
52,B,2019/01/11 03:23:06.542,2019/01/11 03:23:06.542
53,G,2019/01/11 03:23:12.817,2019/01/11 03:23:12.817
55,C,2019/01/11 03:24:00.538,2019/01/11 03:24:00.538
45,O,2019/01/11 03:26:16.169,2019/01/11 03:26:16.169
44,G,2019/01/11 03:26:41.559,2019/01/11 03:26:41.559
42,M,2019/01/11 03:27:11.894,2019/01/11 03:27:11.894
54,A,2019/01/11 03:27:20.221,2019/01/11 03:27:20.221
51,I,2019/01/11 03:28:46.326,2019/01/11 03:28:46.326
57,B,2019/01/11 03:29:08.244,2019/01/11 03:29:08.244
46,C,2019/01/11 03:31:10.899,2019/01/11 03:31:10.899
48,L,2019/01/11 03:37:20.837,2019/01/11 03:37:20.837
56,F,2019/01/11 03:38:26.589,2019/01/11 03:38:26.589
47,I,2019/01/11 03:38:39.273,2019/01/11 03:38:39.273
59,A,2019/01/11 03:40:00.000,2019/01/11 03:40:00.000
58,D,2019/01/11 03:50:36.296,2019/01/11 03:50:36.296
41,G,2019/01/11 03:52:13.614,2019/01/11 03:52:13.614
52,C,2019/01/11 03:52:44.580,2019/01/11 03:52:44.580
55,A,2019/01/11 03:53:49.398,2019/01/11 03:53:49.398
53,H,2019/01/11 03:54:48.948,2019/01/11 03:54:48.948
54,B,2019/01/11 03:56:39.969,2019/01/11 03:56:39.969
57,C,2019/01/11 03:57:18.236,2019/01/11 03:57:18.236
42,O,2019/01/11 03:58:16.802,2019/01/11 03:58:16.802
60,A,2019/01/11 04:00:00.000,2019/01/11 04:00:00.000
51,J,2019/01/11 04:00:17.811,2019/01/11 04:00:17.811
44,I,2019/01/11 04:01:10.011,2019/01/11 04:01:10.011
56,E,2019/01/11 04:02:03.469,2019/01/11 04:02:03.469
46,A,2019/01/11 04:02:48.317,2019/01/11 04:02:48.317
48,M,2019/01/11 04:02:48.865,2019/01/11 04:02:48.865
59,D,2019/01/11 04:10:04.102,2019/01/11 04:10:04.102
47,J,2019/01/11 04:14:24.641,2019/01/11 04:14:24.641
58,F,2019/01/11 04:18:04.200,2019/01/11 04:18:04.200
61,A,2019/01/11 04:20:00.000,2019/01/11 04:20:00.000
41,I,2019/01/11 04:23:36.369,2019/01/11 04:23:36.369
55,D,2019/01/11 04:24:50.093,2019/01/11 04:24:50.093
60,B,2019/01/11 04:25:10.001,2019/01/11 04:25:10.001
57,A,2019/01/11 04:25:16.978,2019/01/11 04:25:16.978
52,A,2019/01/11 04:26:33.508,2019/01/11 04:26:33.508
56,G,2019/01/11 04:28:57.710,2019/01/11 04:28:57.710
54,C,2019/01/11 04:29:46.287,2019/01/11 04:29:46.287
51,L,2019/01/11 04:30:37.718,2019/01/11 04:30:37.718
44,J,2019/01/11 04:30:53.135,2019/01/11 04:30:53.135
46,D,2019/01/11 04:31:26.557,2019/01/11 04:31:26.557
48,O,2019/01/11 04:34:27.753,2019/01/11 04:34:27.753
62,A,2019/01/11 04:40:00.000,2019/01/11 04:40:00.000
59,F,2019/01/11 04:44:15.320,2019/01/11 04:44:15.320
47,L,2019/01/11 04:46:48.580,2019/01/11 04:46:48.580
58,E,2019/01/11 04:49:52.441,2019/01/11 04:49:52.441
55,F,2019/01/11 04:51:24.003,2019/01/11 04:51:24.003
61,B,2019/01/11 04:52:30.045,2019/01/11 04:52:30.045
57,D,2019/01/11 04:53:14.262,2019/01/11 04:53:14.262
52,B,2019/01/11 04:54:57.302,2019/01/11 04:54:57.302
41,J,2019/01/11 04:57:12.682,2019/01/11 04:57:12.682
60,C,2019/01/11 04:59:18.564,2019/01/11 04:59:18.564
46,F,2019/01/11 04:59:41.818,2019/01/11 04:59:41.818
44,K,2019/01/11 05:01:07.196,2019/01/11 05:01:07.196
51,M,2019/01/11 05:01:12.852,2019/01/11 05:01:12.852
54,A,2019/01/11 05:01:19.639,2019/01/11 05:01:19.639
56,H,2019/01/11 05:04:20.415,2019/01/11 05:04:20.415
62,D,2019/01/11 05:10:30.553,2019/01/11 05:10:30.553
47,M,2019/01/11 05:15:18.109,2019/01/11 05:15:18.109
59,E,2019/01/11 05:18:43.735,2019/01/11 05:18:43.735
64,A,2019/01/11 05:20:00.000,2019/01/11 05:20:00.000
58,G,2019/01/11 05:21:36.684,2019/01/11 05:21:36.684
52,C,2019/01/11 05:22:32.123,2019/01/11 05:22:32.123
61,C,2019/01/11 05:23:26.915,2019/01/11 05:23:26.915
55,E,2019/01/11 05:25:06.641,2019/01/11 05:25:06.641
57,F,2019/01/11 05:25:24.094,2019/01/11 05:25:24.094
41,L,2019/01/11 05:26:38.907,2019/01/11 05:26:38.907
60,A,2019/01/11 05:29:56.709,2019/01/11 05:29:56.709
46,E,2019/01/11 05:30:05.656,2019/01/11 05:30:05.656
54,D,2019/01/11 05:31:33.555,2019/01/11 05:31:33.555
44,M,2019/01/11 05:33:08.673,2019/01/11 05:33:08.673
51,N,2019/01/11 05:35:30.884,2019/01/11 05:35:30.884
65,A,2019/01/11 05:40:00.000,2019/01/11 05:40:00.000
62,F,2019/01/11 05:43:24.784,2019/01/11 05:43:24.784
47,N,2019/01/11 05:45:28.095,2019/01/11 05:45:28.095
55,G,2019/01/11 05:49:35.827,2019/01/11 05:49:35.827
64,D,2019/01/11 05:49:45.280,2019/01/11 05:49:45.280
59,G,2019/01/11 05:51:13.151,2019/01/11 05:51:13.151
61,A,2019/01/11 05:51:40.261,2019/01/11 05:51:40.261
58,H,2019/01/11 05:52:14.495,2019/01/11 05:52:14.495
52,A,2019/01/11 05:53:44.854,2019/01/11 05:53:44.854
57,E,2019/01/11 05:55:46.582,2019/01/11 05:55:46.582
41,M,2019/01/11 05:57:45.435,2019/01/11 05:57:45.435
54,F,2019/01/11 06:00:14.069,2019/01/11 06:00:14.069
46,G,2019/01/11 06:01:31.030,2019/01/11 06:01:31.030
60,B,2019/01/11 06:02:27.387,2019/01/11 06:02:27.387
44,O,2019/01/11 06:03:45.887,2019/01/11 06:03:45.887
65,D,2019/01/11 06:05:42.176,2019/01/11 06:05:42.176
62,E,2019/01/11 06:07:00.956,2019/01/11 06:07:00.956
61,B,2019/01/11 06:19:45.274,2019/01/11 06:19:45.274
67,A,2019/01/11 06:20:00.000,2019/01/11 06:20:00.000
64,F,2019/01/11 06:20:30.090,2019/01/11 06:20:30.090
55,I,2019/01/11 06:22:44.461,2019/01/11 06:22:44.461
41,N,2019/01/11 06:23:36.256,2019/01/11 06:23:36.256
59,I,2019/01/11 06:24:22.091,2019/01/11 06:24:22.091
57,G,2019/01/11 06:24:24.165,2019/01/11 06:24:24.165
52,B,2019/01/11 06:28:03.392,2019/01/11 06:28:03.392
46,I,2019/01/11 06:28:17.769,2019/01/11 06:28:17.769
54,E,2019/01/11 06:30:41.521,2019/01/11 06:30:41.521
60,C,2019/01/11 06:33:22.846,2019/01/11 06:33:22.846
65,F,2019/01/11 06:33:28.741,2019/01/11 06:33:28.741
62,G,2019/01/11 06:37:07.312,2019/01/11 06:37:07.312
68,A,2019/01/11 06:40:00.000,2019/01/11 06:40:00.000
64,E,2019/01/11 06:51:46.944,2019/01/11 06:51:46.944
61,C,2019/01/11 06:51:54.004,2019/01/11 06:51:54.004
57,H,2019/01/11 06:52:34.371,2019/01/11 06:52:34.371
55,J,2019/01/11 06:54:16.824,2019/01/11 06:54:16.824
67,D,2019/01/11 06:56:05.310,2019/01/11 06:56:05.310
52,C,2019/01/11 06:57:39.707,2019/01/11 06:57:39.707
46,J,2019/01/11 06:58:55.223,2019/01/11 06:58:55.223
69,A,2019/01/11 07:00:00.000,2019/01/11 07:00:00.000
59,J,2019/01/11 07:04:15.363,2019/01/11 07:04:15.363
54,G,2019/01/11 07:05:04.670,2019/01/11 07:05:04.670
60,A,2019/01/11 07:05:53.200,2019/01/11 07:05:53.200
68,B,2019/01/11 07:05:54.495,2019/01/11 07:05:54.495
65,E,2019/01/11 07:06:14.465,2019/01/11 07:06:14.465
62,H,2019/01/11 07:10:48.235,2019/01/11 07:10:48.235
64,G,2019/01/11 07:17:05.205,2019/01/11 07:17:05.205
70,A,2019/01/11 07:20:00.000,2019/01/11 07:20:00.000
61,A,2019/01/11 07:21:29.262,2019/01/11 07:21:29.262
52,A,2019/01/11 07:24:29.379,2019/01/11 07:24:29.379
55,K,2019/01/11 07:24:49.222,2019/01/11 07:24:49.222
67,F,2019/01/11 07:26:46.059,2019/01/11 07:26:46.059
46,K,2019/01/11 07:28:52.346,2019/01/11 07:28:52.346
65,G,2019/01/11 07:31:47.119,2019/01/11 07:31:47.119
68,C,2019/01/11 07:31:50.858,2019/01/11 07:31:50.858
59,K,2019/01/11 07:32:50.971,2019/01/11 07:32:50.971
69,B,2019/01/11 07:33:31.278,2019/01/11 07:33:31.278
60,D,2019/01/11 07:33:57.868,2019/01/11 07:33:57.868
54,I,2019/01/11 07:34:30.558,2019/01/11 07:34:30.558
71,A,2019/01/11 07:40:00.000,2019/01/11 07:40:00.000
64,I,2019/01/11 07:44:28.492,2019/01/11 07:44:28.492
70,B,2019/01/11 07:45:41.798,2019/01/11 07:45:41.798
52,D,2019/01/11 07:51:02.984,2019/01/11 07:51:02.984
63,E,2019/01/11 07:52:24.621,2019/01/11 07:52:24.621
55,M,2019/01/11 07:53:24.986,2019/01/11 07:53:24.986
61,B,2019/01/11 07:54:36.535,2019/01/11 07:54:36.535
46,M,2019/01/11 07:55:25.644,2019/01/11 07:55:25.644
67,E,2019/01/11 07:55:56.276,2019/01/11 07:55:56.276
54,J,2019/01/11 07:58:59.150,2019/01/11 07:58:59.150
72,A,2019/01/11 08:00:00.000,2019/01/11 08:00:00.000
65,I,2019/01/11 08:00:00.803,2019/01/11 08:00:00.803
60,F,2019/01/11 08:00:44.974,2019/01/11 08:00:44.974
68,A,2019/01/11 08:00:57.446,2019/01/11 08:00:57.446
69,C,2019/01/11 08:02:12.215,2019/01/11 08:02:12.215
59,M,2019/01/11 08:03:37.955,2019/01/11 08:03:37.955
71,B,2019/01/11 08:11:33.467,2019/01/11 08:11:33.467
64,J,2019/01/11 08:15:18.241,2019/01/11 08:15:18.241
70,C,2019/01/11 08:15:47.218,2019/01/11 08:15:47.218
73,A,2019/01/11 08:20:00.000,2019/01/11 08:20:00.000
52,F,2019/01/11 08:21:03.769,2019/01/11 08:21:03.769
61,C,2019/01/11 08:21:14.656,2019/01/11 08:21:14.656
72,B,2019/01/11 08:21:32.840,2019/01/11 08:21:32.840
66,I,2019/01/11 08:22:25.199,2019/01/11 08:22:25.199
63,G,2019/01/11 08:22:45.472,2019/01/11 08:22:45.472
55,O,2019/01/11 08:25:53.996,2019/01/11 08:25:53.996
46,N,2019/01/11 08:29:08.847,2019/01/11 08:29:08.847
68,B,2019/01/11 08:29:48.831,2019/01/11 08:29:48.831
67,G,2019/01/11 08:30:39.713,2019/01/11 08:30:39.713
69,A,2019/01/11 08:31:02.707,2019/01/11 08:31:02.707
54,L,2019/01/11 08:32:12.345,2019/01/11 08:32:12.345
65,J,2019/01/11 08:32:41.385,2019/01/11 08:32:41.385
59,O,2019/01/11 08:33:11.605,2019/01/11 08:33:11.605
60,E,2019/01/11 08:33:35.600,2019/01/11 08:33:35.600
71,C,2019/01/11 08:37:47.366,2019/01/11 08:37:47.366
74,A,2019/01/11 08:40:00.000,2019/01/11 08:40:00.000
64,K,2019/01/11 08:43:59.007,2019/01/11 08:43:59.007
70,A,2019/01/11 08:46:46.420,2019/01/11 08:46:46.420
73,B,2019/01/11 08:48:45.978,2019/01/11 08:48:45.978
63,I,2019/01/11 08:50:09.967,2019/01/11 08:50:09.967
52,E,2019/01/11 08:51:40.519,2019/01/11 08:51:40.519
66,J,2019/01/11 08:52:03.813,2019/01/11 08:52:03.813
61,A,2019/01/11 08:54:31.139,2019/01/11 08:54:31.139
67,H,2019/01/11 08:55:13.865,2019/01/11 08:55:13.865
72,C,2019/01/11 08:56:36.163,2019/01/11 08:56:36.163
75,A,2019/01/11 09:00:00.000,2019/01/11 09:00:00.000
54,M,2019/01/11 09:01:23.836,2019/01/11 09:01:23.836
69,B,2019/01/11 09:01:26.807,2019/01/11 09:01:26.807
60,G,2019/01/11 09:02:47.062,2019/01/11 09:02:47.062
68,C,2019/01/11 09:03:46.372,2019/01/11 09:03:46.372
65,L,2019/01/11 09:05:57.815,2019/01/11 09:05:57.815
74,B,2019/01/11 09:09:49.554,2019/01/11 09:09:49.554
64,M,2019/01/11 09:14:07.018,2019/01/11 09:14:07.018
71,A,2019/01/11 09:15:06.775,2019/01/11 09:15:06.775
70,B,2019/01/11 09:17:14.569,2019/01/11 09:17:14.569
73,C,2019/01/11 09:17:22.493,2019/01/11 09:17:22.493
63,J,2019/01/11 09:18:31.948,2019/01/11 09:18:31.948
52,G,2019/01/11 09:19:24.897,2019/01/11 09:19:24.897
61,D,2019/01/11 09:24:32.582,2019/01/11 09:24:32.582
66,L,2019/01/11 09:26:07.508,2019/01/11 09:26:07.508
54,N,2019/01/11 09:29:54.681,2019/01/11 09:29:54.681
72,A,2019/01/11 09:30:43.064,2019/01/11 09:30:43.064
75,D,2019/01/11 09:31:14.672,2019/01/11 09:31:14.672
60,H,2019/01/11 09:33:40.865,2019/01/11 09:33:40.865
68,A,2019/01/11 09:33:53.386,2019/01/11 09:33:53.386
65,M,2019/01/11 09:38:24.926,2019/01/11 09:38:24.926
69,C,2019/01/11 09:39:18.719,2019/01/11 09:39:18.719
74,C,2019/01/11 09:39:56.812,2019/01/11 09:39:56.812
77,A,2019/01/11 09:40:00.000,2019/01/11 09:40:00.000
64,N,2019/01/11 09:43:23.975,2019/01/11 09:43:23.975
73,A,2019/01/11 09:44:22.540,2019/01/11 09:44:22.540
71,D,2019/01/11 09:46:40.553,2019/01/11 09:46:40.553
63,L,2019/01/11 09:47:14.962,2019/01/11 09:47:14.962
70,C,2019/01/11 09:48:03.476,2019/01/11 09:48:03.476
52,H,2019/01/11 09:50:00.605,2019/01/11 09:50:00.605
68,D,2019/01/11 09:52:03.460,2019/01/11 09:52:03.460
61,F,2019/01/11 09:54:10.467,2019/01/11 09:54:10.467
66,M,2019/01/11 09:58:42.687,2019/01/11 09:58:42.687
78,A,2019/01/11 10:00:00.000,2019/01/11 10:00:00.000
75,F,2019/01/11 10:01:57.234,2019/01/11 10:01:57.234
72,D,2019/01/11 10:02:24.971,2019/01/11 10:02:24.971
65,O,2019/01/11 10:04:47.154,2019/01/11 10:04:47.154
69,A,2019/01/11 10:06:12.580,2019/01/11 10:06:12.580
77,D,2019/01/11 10:08:30.601,2019/01/11 10:08:30.601
74,A,2019/01/11 10:11:08.901,2019/01/11 10:11:08.901
73,B,2019/01/11 10:16:40.693,2019/01/11 10:16:40.693
63,M,2019/01/11 10:17:17.121,2019/01/11 10:17:17.121
71,F,2019/01/11 10:17:38.795,2019/01/11 10:17:38.795
79,A,2019/01/11 10:20:00.000,2019/01/11 10:20:00.000
68,F,2019/01/11 10:20:32.095,2019/01/11 10:20:32.095
70,A,2019/01/11 10:21:28.076,2019/01/11 10:21:28.076
61,E,2019/01/11 10:23:04.378,2019/01/11 10:23:04.378
66,O,2019/01/11 10:30:23.381,2019/01/11 10:30:23.381
72,F,2019/01/11 10:31:20.947,2019/01/11 10:31:20.947
78,B,2019/01/11 10:32:14.323,2019/01/11 10:32:14.323
75,E,2019/01/11 10:33:29.665,2019/01/11 10:33:29.665
69,D,2019/01/11 10:36:31.036,2019/01/11 10:36:31.036
77,F,2019/01/11 10:37:03.315,2019/01/11 10:37:03.315
80,A,2019/01/11 10:40:00.000,2019/01/11 10:40:00.000
74,B,2019/01/11 10:41:24.158,2019/01/11 10:41:24.158
73,C,2019/01/11 10:44:25.953,2019/01/11 10:44:25.953
63,O,2019/01/11 10:46:55.064,2019/01/11 10:46:55.064
71,E,2019/01/11 10:47:01.825,2019/01/11 10:47:01.825
79,B,2019/01/11 10:50:18.901,2019/01/11 10:50:18.901
61,G,2019/01/11 10:54:50.681,2019/01/11 10:54:50.681
68,E,2019/01/11 10:55:12.769,2019/01/11 10:55:12.769
70,D,2019/01/11 10:56:50.829,2019/01/11 10:56:50.829
78,C,2019/01/11 10:58:32.730,2019/01/11 10:58:32.730
81,A,2019/01/11 11:00:00.000,2019/01/11 11:00:00.000
77,E,2019/01/11 11:04:27.505,2019/01/11 11:04:27.505
69,F,2019/01/11 11:05:35.086,2019/01/11 11:05:35.086
72,E,2019/01/11 11:06:05.805,2019/01/11 11:06:05.805
80,B,2019/01/11 11:07:05.746,2019/01/11 11:07:05.746
75,G,2019/01/11 11:07:41.296,2019/01/11 11:07:41.296
71,G,2019/01/11 11:10:15.016,2019/01/11 11:10:15.016
73,A,2019/01/11 11:13:58.521,2019/01/11 11:13:58.521
74,C,2019/01/11 11:16:19.735,2019/01/11 11:16:19.735
68,G,2019/01/11 11:21:03.608,2019/01/11 11:21:03.608
61,H,2019/01/11 11:23:35.420,2019/01/11 11:23:35.420
70,F,2019/01/11 11:25:01.979,2019/01/11 11:25:01.979
79,C,2019/01/11 11:26:15.765,2019/01/11 11:26:15.765
78,A,2019/01/11 11:29:13.211,2019/01/11 11:29:13.211
81,B,2019/01/11 11:31:11.241,2019/01/11 11:31:11.241
77,G,2019/01/11 11:32:48.173,2019/01/11 11:32:48.173
69,E,2019/01/11 11:34:29.161,2019/01/11 11:34:29.161
71,H,2019/01/11 11:36:26.007,2019/01/11 11:36:26.007
80,C,2019/01/11 11:37:04.792,2019/01/11 11:37:04.792
75,H,2019/01/11 11:37:44.384,2019/01/11 11:37:44.384
73,D,2019/01/11 11:38:14.276,2019/01/11 11:38:14.276
72,G,2019/01/11 11:38:14.294,2019/01/11 11:38:14.294
83,A,2019/01/11 11:40:00.000,2019/01/11 11:40:00.000
74,A,2019/01/11 11:44:33.091,2019/01/11 11:44:33.091
68,H,2019/01/11 11:46:52.300,2019/01/11 11:46:52.300
79,A,2019/01/11 11:55:10.631,2019/01/11 11:55:10.631
78,D,2019/01/11 11:57:19.495,2019/01/11 11:57:19.495
70,E,2019/01/11 11:58:04.948,2019/01/11 11:58:04.948
69,G,2019/01/11 11:59:56.005,2019/01/11 11:59:56.005
84,A,2019/01/11 12:00:00.000,2019/01/11 12:00:00.000
77,I,2019/01/11 12:01:59.634,2019/01/11 12:01:59.634
73,F,2019/01/11 12:04:49.649,2019/01/11 12:04:49.649
80,A,2019/01/11 12:05:30.831,2019/01/11 12:05:30.831
81,C,2019/01/11 12:06:55.941,2019/01/11 12:06:55.941
72,I,2019/01/11 12:09:11.738,2019/01/11 12:09:11.738
83,B,2019/01/11 12:13:20.001,2019/01/11 12:13:20.001
74,B,2019/01/11 12:17:05.055,2019/01/11 12:17:05.055
78,F,2019/01/11 12:25:28.717,2019/01/11 12:25:28.717
79,B,2019/01/11 12:25:46.247,2019/01/11 12:25:46.247
84,B,2019/01/11 12:26:24.850,2019/01/11 12:26:24.850
70,G,2019/01/11 12:28:23.161,2019/01/11 12:28:23.161
80,B,2019/01/11 12:31:51.809,2019/01/11 12:31:51.809
69,H,2019/01/11 12:32:39.811,2019/01/11 12:32:39.811
77,J,2019/01/11 12:32:52.363,2019/01/11 12:32:52.363
73,E,2019/01/11 12:35:23.167,2019/01/11 12:35:23.167
81,A,2019/01/11 12:36:25.446,2019/01/11 12:36:25.446
86,A,2019/01/11 12:40:00.000,2019/01/11 12:40:00.000
83,C,2019/01/11 12:40:11.638,2019/01/11 12:40:11.638
72,J,2019/01/11 12:45:20.683,2019/01/11 12:45:20.683
74,C,2019/01/11 12:50:22.777,2019/01/11 12:50:22.777
78,E,2019/01/11 12:52:09.863,2019/01/11 12:52:09.863
70,H,2019/01/11 12:56:46.560,2019/01/11 12:56:46.560
84,C,2019/01/11 12:57:37.124,2019/01/11 12:57:37.124
79,C,2019/01/11 12:59:51.922,2019/01/11 12:59:51.922
87,A,2019/01/11 13:00:00.000,2019/01/11 13:00:00.000
77,K,2019/01/11 13:01:12.034,2019/01/11 13:01:12.034
80,C,2019/01/11 13:02:26.305,2019/01/11 13:02:26.305
73,G,2019/01/11 13:04:49.366,2019/01/11 13:04:49.366
81,B,2019/01/11 13:07:42.184,2019/01/11 13:07:42.184
86,D,2019/01/11 13:07:47.991,2019/01/11 13:07:47.991
83,A,2019/01/11 13:07:50.701,2019/01/11 13:07:50.701
74,A,2019/01/11 13:15:38.716,2019/01/11 13:15:38.716
72,K,2019/01/11 13:18:08.654,2019/01/11 13:18:08.654
78,G,2019/01/11 13:18:11.662,2019/01/11 13:18:11.662
88,A,2019/01/11 13:20:00.000,2019/01/11 13:20:00.000
87,B,2019/01/11 13:26:24.827,2019/01/11 13:26:24.827
84,A,2019/01/11 13:28:48.668,2019/01/11 13:28:48.668
77,M,2019/01/11 13:30:27.947,2019/01/11 13:30:27.947
79,A,2019/01/11 13:31:17.434,2019/01/11 13:31:17.434
