case,activity,timestamp,completeTime,first,second,country
25,L,2019/01/10 21:20:50.885,2019/01/10 21:20:50.885,43,91,Laos
20,I,2019/01/10 21:24:26.318,2019/01/10 21:24:26.318,185,192,Nigeria
30,B,2019/01/10 21:29:31.881,2019/01/10 21:29:31.881,144,102,St. Kitts & Nevis
39,B,2019/01/10 21:32:14.595,2019/01/10 21:32:14.595,236,217,Cuba
36,E,2019/01/10 21:33:13.880,2019/01/10 21:33:13.880,100,107,Palestinian Territories
10,O,2019/01/10 21:38:28.718,2019/01/10 21:38:28.718,113,170,New Zealand
41,A,2019/01/10 21:40:00.000,2019/01/10 21:40:00.000,161,109,Gambia
34,F,2019/01/10 21:41:16.277,2019/01/10 21:41:16.277,64,178,Suriname
24,M,2019/01/10 21:42:09.811,2019/01/10 21:42:09.811,97,78,Macau SAR China
23,A,2019/01/10 21:43:41.111,2019/01/10 21:43:41.111,75,247,South Sudan
35,B,2019/01/10 21:44:42.193,2019/01/10 21:44:42.193,236,172,Spain
31,B,2019/01/10 21:47:42.898,2019/01/10 21:47:42.898,72,55,Germany
25,M,2019/01/10 21:50:55.139,2019/01/10 21:50:55.139,11,93,St. Barthélemy
37,A,2019/01/10 21:51:20.195,2019/01/10 21:51:20.195,149,217,Libya
20,J,2019/01/10 21:56:31.052,2019/01/10 21:56:31.052,20,211,Uruguay
42,A,2019/01/10 22:00:00.000,2019/01/10 22:00:00.000,199,73,Ghana
30,C,2019/01/10 22:00:06.564,2019/01/10 22:00:06.564,115,229,Dominican Republic
36,G,2019/01/10 22:01:13.320,2019/01/10 22:01:13.320,205,57,Jersey
39,C,2019/01/10 22:04:49.274,2019/01/10 22:04:49.274,241,239,Spain
41,B,2019/01/10 22:10:38.669,2019/01/10 22:10:38.669,254,122,Antarctica
34,E,2019/01/10 22:11:27.982,2019/01/10 22:11:27.982,19,148,Luxembourg
24,O,2019/01/10 22:12:59.599,2019/01/10 22:12:59.599,184,19,Ghana
35,C,2019/01/10 22:13:51.464,2019/01/10 22:13:51.464,27,1,Colombia
23,B,2019/01/10 22:15:37.265,2019/01/10 22:15:37.265,60,242,Uzbekistan
25,N,2019/01/10 22:16:08.832,2019/01/10 22:16:08.832,34,150,Switzerland
31,C,2019/01/10 22:18:35.790,2019/01/10 22:18:35.790,243,99,South Sudan
43,A,2019/01/10 22:20:00.000,2019/01/10 22:20:00.000,121,19,Taiwan
37,D,2019/01/10 22:24:26.544,2019/01/10 22:24:26.544,132,118,Mauritius
36,H,2019/01/10 22:28:58.015,2019/01/10 22:28:58.015,130,130,Saudi Arabia
42,B,2019/01/10 22:30:29.847,2019/01/10 22:30:29.847,10,116,Croatia
20,L,2019/01/10 22:31:31.246,2019/01/10 22:31:31.246,17,11,El Salvador
30,A,2019/01/10 22:33:24.697,2019/01/10 22:33:24.697,214,216,Croatia
39,A,2019/01/10 22:36:59.380,2019/01/10 22:36:59.380,241,1,St. Vincent & Grenadines
44,A,2019/01/10 22:40:00.000,2019/01/10 22:40:00.000,53,249,Bahrain
38,D,2019/01/10 22:40:07.365,2019/01/10 22:40:07.365,72,19,Somalia
41,C,2019/01/10 22:40:19.055,2019/01/10 22:40:19.055,51,194,Uruguay
34,G,2019/01/10 22:40:58.932,2019/01/10 22:40:58.932,205,91,Anguilla
23,C,2019/01/10 22:41:18.730,2019/01/10 22:41:18.730,6,212,Panama
32,F,2019/01/10 22:42:26.784,2019/01/10 22:42:26.784,108,96,Estonia
35,A,2019/01/10 22:43:21.620,2019/01/10 22:43:21.620,86,174,Poland
37,F,2019/01/10 22:51:16.749,2019/01/10 22:51:16.749,187,33,Tokelau
31,A,2019/01/10 22:53:40.197,2019/01/10 22:53:40.197,252,255,American Samoa
43,D,2019/01/10 22:54:03.744,2019/01/10 22:54:03.744,224,159,France
20,M,2019/01/10 22:58:36.146,2019/01/10 22:58:36.146,16,101,Iran
45,A,2019/01/10 23:00:00.000,2019/01/10 23:00:00.000,250,208,Bangladesh
42,C,2019/01/10 23:04:05.929,2019/01/10 23:04:05.929,3,133,New Zealand
30,D,2019/01/10 23:06:48.401,2019/01/10 23:06:48.401,188,65,Nepal
34,I,2019/01/10 23:07:06.785,2019/01/10 23:07:06.785,218,167,Vanuatu
39,D,2019/01/10 23:08:47.452,2019/01/10 23:08:47.452,89,151,Åland Islands
41,A,2019/01/10 23:10:54.212,2019/01/10 23:10:54.212,110,128,North Korea
38,F,2019/01/10 23:12:06.845,2019/01/10 23:12:06.845,66,27,Jersey
23,A,2019/01/10 23:12:58.789,2019/01/10 23:12:58.789,155,86,Israel
44,B,2019/01/10 23:14:49.222,2019/01/10 23:14:49.222,252,124,St. Lucia
32,E,2019/01/10 23:15:21.175,2019/01/10 23:15:21.175,0,0,Dominican Republic
37,E,2019/01/10 23:19:54.861,2019/01/10 23:19:54.861,217,80,Albania
46,A,2019/01/10 23:20:00.000,2019/01/10 23:20:00.000,127,44,Sri Lanka
20,N,2019/01/10 23:24:02.014,2019/01/10 23:24:02.014,65,36,Burundi
31,D,2019/01/10 23:25:18.485,2019/01/10 23:25:18.485,229,239,Israel
43,F,2019/01/10 23:26:34.585,2019/01/10 23:26:34.585,51,7,Jersey
45,D,2019/01/10 23:27:02.955,2019/01/10 23:27:02.955,132,210,Uzbekistan
42,A,2019/01/10 23:32:12.704,2019/01/10 23:32:12.704,51,224,Luxembourg
30,F,2019/01/10 23:36:32.697,2019/01/10 23:36:32.697,192,107,Central African Republic
41,B,2019/01/10 23:37:29.693,2019/01/10 23:37:29.693,152,79,Bosnia & Herzegovina
34,J,2019/01/10 23:39:32.713,2019/01/10 23:39:32.713,206,204,Libya
47,A,2019/01/10 23:40:00.000,2019/01/10 23:40:00.000,171,67,Honduras
39,F,2019/01/10 23:40:02.654,2019/01/10 23:40:02.654,190,161,Nigeria
38,E,2019/01/10 23:41:20.018,2019/01/10 23:41:20.018,174,9,Kiribati
23,D,2019/01/10 23:43:00.926,2019/01/10 23:43:00.926,176,243,Estonia
44,C,2019/01/10 23:43:11.639,2019/01/10 23:43:11.639,185,85,Singapore
32,G,2019/01/10 23:47:18.031,2019/01/10 23:47:18.031,29,241,Poland
37,G,2019/01/10 23:49:30.539,2019/01/10 23:49:30.539,78,243,Chile
46,B,2019/01/10 23:50:16.985,2019/01/10 23:50:16.985,4,97,Vatican City
40,I,2019/01/10 23:50:18.906,2019/01/10 23:50:18.906,212,101,Congo - Kinshasa
45,F,2019/01/10 23:53:36.321,2019/01/10 23:53:36.321,181,246,Peru
43,E,2019/01/10 23:57:27.810,2019/01/10 23:57:27.810,254,199,Burundi
31,F,2019/01/10 23:58:16.349,2019/01/10 23:58:16.349,158,108,Belize
42,D,2019/01/11 00:05:37.327,2019/01/11 00:05:37.327,184,101,Ghana
30,E,2019/01/11 00:06:57.733,2019/01/11 00:06:57.733,40,115,Vatican City
39,E,2019/01/11 00:07:10.765,2019/01/11 00:07:10.765,216,121,Cayman Islands
47,B,2019/01/11 00:07:25.000,2019/01/11 00:07:25.000,108,30,Cook Islands
41,C,2019/01/11 00:09:34.943,2019/01/11 00:09:34.943,239,114,Tuvalu
38,G,2019/01/11 00:10:24.108,2019/01/11 00:10:24.108,116,135,Cambodia
44,A,2019/01/11 00:11:11.483,2019/01/11 00:11:11.483,121,11,Réunion
34,K,2019/01/11 00:11:30.969,2019/01/11 00:11:30.969,66,176,Diego Garcia
23,F,2019/01/11 00:16:21.323,2019/01/11 00:16:21.323,101,174,Faroe Islands
32,I,2019/01/11 00:17:03.853,2019/01/11 00:17:03.853,13,154,British Indian Ocean Territory
40,J,2019/01/11 00:18:39.946,2019/01/11 00:18:39.946,114,40,Papua New Guinea
37,I,2019/01/11 00:18:47.367,2019/01/11 00:18:47.367,203,137,Yemen
49,A,2019/01/11 00:20:00.000,2019/01/11 00:20:00.000,50,88,Ethiopia
46,C,2019/01/11 00:22:45.546,2019/01/11 00:22:45.546,42,249,Diego Garcia
45,E,2019/01/11 00:22:56.532,2019/01/11 00:22:56.532,107,58,Burundi
43,G,2019/01/11 00:25:38.766,2019/01/11 00:25:38.766,115,229,American Samoa
31,E,2019/01/11 00:26:06.009,2019/01/11 00:26:06.009,97,108,Cambodia
42,F,2019/01/11 00:29:09.128,2019/01/11 00:29:09.128,223,107,France
30,G,2019/01/11 00:34:22.118,2019/01/11 00:34:22.118,118,130,Algeria
23,E,2019/01/11 00:39:52.615,2019/01/11 00:39:52.615,127,138,Romania
50,A,2019/01/11 00:40:00.000,2019/01/11 00:40:00.000,72,85,Côte d'Ivoire
44,B,2019/01/11 00:40:26.720,2019/01/11 00:40:26.720,12,101,Nigeria
41,A,2019/01/11 00:40:54.138,2019/01/11 00:40:54.138,228,120,Vanuatu
38,H,2019/01/11 00:41:18.053,2019/01/11 00:41:18.053,99,66,Dominica
47,C,2019/01/11 00:43:06.729,2019/01/11 00:43:06.729,111,69,Dominica
39,G,2019/01/11 00:43:18.542,2019/01/11 00:43:18.542,41,131,Monaco
32,J,2019/01/11 00:43:37.072,2019/01/11 00:43:37.072,67,83,Vatican City
37,J,2019/01/11 00:46:14.443,2019/01/11 00:46:14.443,25,4,Equatorial Guinea
34,M,2019/01/11 00:47:46.321,2019/01/11 00:47:46.321,219,195,Bahamas
40,K,2019/01/11 00:48:14.999,2019/01/11 00:48:14.999,20,250,Thailand
45,G,2019/01/11 00:50:42.507,2019/01/11 00:50:42.507,97,248,Hong Kong SAR China
31,G,2019/01/11 00:51:36.384,2019/01/11 00:51:36.384,56,170,Jersey
49,D,2019/01/11 00:51:54.706,2019/01/11 00:51:54.706,191,4,Algeria
43,H,2019/01/11 00:54:41.700,2019/01/11 00:54:41.700,22,166,Azerbaijan
46,A,2019/01/11 00:54:46.477,2019/01/11 00:54:46.477,131,206,Congo - Brazzaville
51,A,2019/01/11 01:00:00.000,2019/01/11 01:00:00.000,161,13,Serbia
42,E,2019/01/11 01:00:03.264,2019/01/11 01:00:03.264,255,245,Haiti
30,I,2019/01/11 01:06:55.020,2019/01/11 01:06:55.020,236,64,British Indian Ocean Territory
41,B,2019/01/11 01:07:05.389,2019/01/11 01:07:05.389,75,54,Vatican City
44,C,2019/01/11 01:09:42.583,2019/01/11 01:09:42.583,247,114,Jersey
47,A,2019/01/11 01:10:45.682,2019/01/11 01:10:45.682,161,115,Sierra Leone
39,I,2019/01/11 01:11:44.568,2019/01/11 01:11:44.568,252,161,Guinea-Bissau
50,D,2019/01/11 01:12:00.023,2019/01/11 01:12:00.023,167,205,Thailand
32,K,2019/01/11 01:12:20.359,2019/01/11 01:12:20.359,142,153,Swaziland
23,G,2019/01/11 01:14:38.537,2019/01/11 01:14:38.537,84,3,Gabon
49,F,2019/01/11 01:17:11.013,2019/01/11 01:17:11.013,69,232,Congo - Brazzaville
31,I,2019/01/11 01:18:57.149,2019/01/11 01:18:57.149,130,140,Martinique
45,I,2019/01/11 01:18:58.975,2019/01/11 01:18:58.975,210,92,United Arab Emirates
52,A,2019/01/11 01:20:00.000,2019/01/11 01:20:00.000,185,124,Brazil
34,N,2019/01/11 01:22:24.879,2019/01/11 01:22:24.879,7,42,Cameroon
37,L,2019/01/11 01:23:10.637,2019/01/11 01:23:10.637,20,93,Côte d'Ivoire
40,M,2019/01/11 01:23:22.428,2019/01/11 01:23:22.428,195,79,Turkey
46,B,2019/01/11 01:26:17.743,2019/01/11 01:26:17.743,253,95,Bolivia
51,D,2019/01/11 01:27:40.391,2019/01/11 01:27:40.391,99,110,Solomon Islands
42,G,2019/01/11 01:34:17.621,2019/01/11 01:34:17.621,207,175,Afghanistan
30,J,2019/01/11 01:36:04.740,2019/01/11 01:36:04.740,197,251,Spain
41,C,2019/01/11 01:36:19.682,2019/01/11 01:36:19.682,238,75,Singapore
47,D,2019/01/11 01:36:28.095,2019/01/11 01:36:28.095,11,78,Cyprus
50,F,2019/01/11 01:39:10.787,2019/01/11 01:39:10.787,35,185,Greenland
53,A,2019/01/11 01:40:00.000,2019/01/11 01:40:00.000,219,251,British Indian Ocean Territory
32,M,2019/01/11 01:40:49.867,2019/01/11 01:40:49.867,67,42,Swaziland
44,A,2019/01/11 01:41:15.433,2019/01/11 01:41:15.433,36,140,Caribbean Netherlands
39,J,2019/01/11 01:42:09.833,2019/01/11 01:42:09.833,46,14,Diego Garcia
23,H,2019/01/11 01:45:29.805,2019/01/11 01:45:29.805,71,103,Afghanistan
49,E,2019/01/11 01:46:27.442,2019/01/11 01:46:27.442,95,245,Sudan
31,J,2019/01/11 01:46:41.797,2019/01/11 01:46:41.797,1,93,Latvia
37,M,2019/01/11 01:51:07.630,2019/01/11 01:51:07.630,182,59,Benin
45,J,2019/01/11 01:52:15.524,2019/01/11 01:52:15.524,129,90,Latvia
52,B,2019/01/11 01:52:40.240,2019/01/11 01:52:40.240,60,212,Panama
40,N,2019/01/11 01:54:18.817,2019/01/11 01:54:18.817,14,56,Barbados
51,F,2019/01/11 01:56:11.374,2019/01/11 01:56:11.374,138,209,Romania
46,C,2019/01/11 01:57:00.432,2019/01/11 01:57:00.432,182,127,Georgia
54,A,2019/01/11 02:00:00.000,2019/01/11 02:00:00.000,200,24,Pitcairn Islands
42,I,2019/01/11 02:00:07.595,2019/01/11 02:00:07.595,1,141,Christmas Island
41,A,2019/01/11 02:02:35.280,2019/01/11 02:02:35.280,140,195,Caribbean Netherlands
47,F,2019/01/11 02:05:44.331,2019/01/11 02:05:44.331,180,214,Cook Islands
53,D,2019/01/11 02:07:00.840,2019/01/11 02:07:00.840,145,136,North Korea
44,D,2019/01/11 02:07:44.186,2019/01/11 02:07:44.186,154,190,Gambia
50,E,2019/01/11 02:09:45.477,2019/01/11 02:09:45.477,203,51,Faroe Islands
30,L,2019/01/11 02:09:51.465,2019/01/11 02:09:51.465,202,8,Denmark
32,O,2019/01/11 02:12:14.154,2019/01/11 02:12:14.154,184,178,Falkland Islands
39,L,2019/01/11 02:15:29.724,2019/01/11 02:15:29.724,151,158,Montenegro
49,G,2019/01/11 02:16:54.506,2019/01/11 02:16:54.506,83,164,Georgia
31,K,2019/01/11 02:18:02.486,2019/01/11 02:18:02.486,91,245,Monaco
55,A,2019/01/11 02:20:00.000,2019/01/11 02:20:00.000,183,223,Hungary
37,O,2019/01/11 02:20:31.479,2019/01/11 02:20:31.479,42,36,South Africa
52,C,2019/01/11 02:21:44.746,2019/01/11 02:21:44.746,208,52,Nigeria
46,A,2019/01/11 02:23:41.949,2019/01/11 02:23:41.949,89,166,Kosovo
45,L,2019/01/11 02:26:28.285,2019/01/11 02:26:28.285,19,44,Cook Islands
53,F,2019/01/11 02:27:01.876,2019/01/11 02:27:01.876,24,64,Oman
51,E,2019/01/11 02:27:58.056,2019/01/11 02:27:58.056,109,254,Gambia
41,D,2019/01/11 02:28:29.090,2019/01/11 02:28:29.090,214,77,Argentina
42,J,2019/01/11 02:28:57.805,2019/01/11 02:28:57.805,246,137,Luxembourg
44,F,2019/01/11 02:32:26.136,2019/01/11 02:32:26.136,29,226,Croatia
54,B,2019/01/11 02:32:28.070,2019/01/11 02:32:28.070,24,157,Iraq
48,I,2019/01/11 02:33:07.982,2019/01/11 02:33:07.982,39,79,Tonga
47,E,2019/01/11 02:36:34.071,2019/01/11 02:36:34.071,122,25,Mali
50,G,2019/01/11 02:38:35.309,2019/01/11 02:38:35.309,107,166,Bulgaria
56,A,2019/01/11 02:40:00.000,2019/01/11 02:40:00.000,124,211,Liechtenstein
30,M,2019/01/11 02:41:33.488,2019/01/11 02:41:33.488,124,153,Malta
31,M,2019/01/11 02:45:28.153,2019/01/11 02:45:28.153,109,99,Christmas Island
49,H,2019/01/11 02:48:48.729,2019/01/11 02:48:48.729,170,0,Falkland Islands
55,B,2019/01/11 02:51:23.695,2019/01/11 02:51:23.695,8,252,Kosovo
52,A,2019/01/11 02:51:26.455,2019/01/11 02:51:26.455,201,218,Latvia
39,M,2019/01/11 02:51:48.370,2019/01/11 02:51:48.370,56,84,New Caledonia
42,L,2019/01/11 02:53:23.746,2019/01/11 02:53:23.746,74,111,Israel
41,F,2019/01/11 02:55:20.187,2019/01/11 02:55:20.187,22,193,Seychelles
51,G,2019/01/11 02:56:04.976,2019/01/11 02:56:04.976,243,68,Guatemala
45,M,2019/01/11 02:57:13.942,2019/01/11 02:57:13.942,18,96,Montenegro
53,E,2019/01/11 02:57:21.805,2019/01/11 02:57:21.805,11,97,Réunion
46,B,2019/01/11 02:57:54.490,2019/01/11 02:57:54.490,66,13,Samoa
57,A,2019/01/11 03:00:00.000,2019/01/11 03:00:00.000,109,209,South Africa
44,E,2019/01/11 03:00:21.469,2019/01/11 03:00:21.469,126,137,Swaziland
54,C,2019/01/11 03:04:19.661,2019/01/11 03:04:19.661,204,121,Liberia
48,J,2019/01/11 03:06:30.290,2019/01/11 03:06:30.290,52,36,Namibia
47,G,2019/01/11 03:06:49.414,2019/01/11 03:06:49.414,87,189,Colombia
30,N,2019/01/11 03:08:23.592,2019/01/11 03:08:23.592,90,90,Gabon
56,D,2019/01/11 03:11:11.037,2019/01/11 03:11:11.037,235,245,Cape Verde
50,H,2019/01/11 03:12:00.087,2019/01/11 03:12:00.087,144,90,Switzerland
31,O,2019/01/11 03:16:39.318,2019/01/11 03:16:39.318,164,20,Haiti
39,O,2019/01/11 03:19:07.110,2019/01/11 03:19:07.110,169,228,Ascension Island
58,A,2019/01/11 03:20:00.000,2019/01/11 03:20:00.000,172,7,Mauritius
41,E,2019/01/11 03:21:07.830,2019/01/11 03:21:07.830,238,36,Serbia
52,B,2019/01/11 03:23:06.542,2019/01/11 03:23:06.542,98,34,Croatia
53,G,2019/01/11 03:23:12.817,2019/01/11 03:23:12.817,245,218,Panama
55,C,2019/01/11 03:24:00.538,2019/01/11 03:24:00.538,97,241,Equatorial Guinea
45,O,2019/01/11 03:26:16.169,2019/01/11 03:26:16.169,76,20,Dominican Republic
44,G,2019/01/11 03:26:41.559,2019/01/11 03:26:41.559,224,47,Barbados
42,M,2019/01/11 03:27:11.894,2019/01/11 03:27:11.894,68,150,St. Helena
54,A,2019/01/11 03:27:20.221,2019/01/11 03:27:20.221,187,248,Guadeloupe
51,I,2019/01/11 03:28:46.326,2019/01/11 03:28:46.326,196,58,Aruba
57,B,2019/01/11 03:29:08.244,2019/01/11 03:29:08.244,245,93,Iraq
46,C,2019/01/11 03:31:10.899,2019/01/11 03:31:10.899,90,128,Gibraltar
48,L,2019/01/11 03:37:20.837,2019/01/11 03:37:20.837,34,224,Barbados
56,F,2019/01/11 03:38:26.589,2019/01/11 03:38:26.589,235,181,Malaysia
47,I,2019/01/11 03:38:39.273,2019/01/11 03:38:39.273,225,160,Senegal
59,A,2019/01/11 03:40:00.000,2019/01/11 03:40:00.000,41,165,Morocco
58,D,2019/01/11 03:50:36.296,2019/01/11 03:50:36.296,176,206,Lesotho
41,G,2019/01/11 03:52:13.614,2019/01/11 03:52:13.614,18,115,Mali
52,C,2019/01/11 03:52:44.580,2019/01/11 03:52:44.580,176,95,South Georgia & South Sandwich Islands
55,A,2019/01/11 03:53:49.398,2019/01/11 03:53:49.398,144,168,Lesotho
53,H,2019/01/11 03:54:48.948,2019/01/11 03:54:48.948,239,10,Gabon
54,B,2019/01/11 03:56:39.969,2019/01/11 03:56:39.969,5,218,Zimbabwe
57,C,2019/01/11 03:57:18.236,2019/01/11 03:57:18.236,20,98,Mozambique
42,O,2019/01/11 03:58:16.802,2019/01/11 03:58:16.802,150,108,Jersey
60,A,2019/01/11 04:00:00.000,2019/01/11 04:00:00.000,163,183,Thailand
51,J,2019/01/11 04:00:17.811,2019/01/11 04:00:17.811,150,128,Serbia
44,I,2019/01/11 04:01:10.011,2019/01/11 04:01:10.011,236,202,Svalbard & Jan Mayen
56,E,2019/01/11 04:02:03.469,2019/01/11 04:02:03.469,86,35,Bolivia
46,A,2019/01/11 04:02:48.317,2019/01/11 04:02:48.317,85,239,Mozambique
48,M,2019/01/11 04:02:48.865,2019/01/11 04:02:48.865,235,15,Swaziland
59,D,2019/01/11 04:10:04.102,2019/01/11 04:10:04.102,119,138,Mauritania
47,J,2019/01/11 04:14:24.641,2019/01/11 04:14:24.641,145,31,Mali
58,F,2019/01/11 04:18:04.200,2019/01/11 04:18:04.200,88,27,Greece
61,A,2019/01/11 04:20:00.000,2019/01/11 04:20:00.000,7,122,Sudan
41,I,2019/01/11 04:23:36.369,2019/01/11 04:23:36.369,230,178,Greenland
55,D,2019/01/11 04:24:50.093,2019/01/11 04:24:50.093,44,205,Antarctica
60,B,2019/01/11 04:25:10.001,2019/01/11 04:25:10.001,222,225,Maldives
57,A,2019/01/11 04:25:16.978,2019/01/11 04:25:16.978,87,11,Egypt
52,A,2019/01/11 04:26:33.508,2019/01/11 04:26:33.508,91,86,Kosovo
56,G,2019/01/11 04:28:57.710,2019/01/11 04:28:57.710,159,83,Samoa
54,C,2019/01/11 04:29:46.287,2019/01/11 04:29:46.287,173,79,Iceland
51,L,2019/01/11 04:30:37.718,2019/01/11 04:30:37.718,34,148,Italy
44,J,2019/01/11 04:30:53.135,2019/01/11 04:30:53.135,22,253,Dominica
46,D,2019/01/11 04:31:26.557,2019/01/11 04:31:26.557,197,46,Cyprus
48,O,2019/01/11 04:34:27.753,2019/01/11 04:34:27.753,34,158,Morocco
62,A,2019/01/11 04:40:00.000,2019/01/11 04:40:00.000,100,92,Taiwan
59,F,2019/01/11 04:44:15.320,2019/01/11 04:44:15.320,183,132,Macau SAR China
47,L,2019/01/11 04:46:48.580,2019/01/11 04:46:48.580,230,198,São Tomé and Príncipe
58,E,2019/01/11 04:49:52.441,2019/01/11 04:49:52.441,206,195,Haiti
55,F,2019/01/11 04:51:24.003,2019/01/11 04:51:24.003,197,46,Croatia
61,B,2019/01/11 04:52:30.045,2019/01/11 04:52:30.045,248,115,Paraguay
57,D,2019/01/11 04:53:14.262,2019/01/11 04:53:14.262,35,252,Eritrea
52,B,2019/01/11 04:54:57.302,2019/01/11 04:54:57.302,136,170,Liechtenstein
41,J,2019/01/11 04:57:12.682,2019/01/11 04:57:12.682,71,142,Iceland
60,C,2019/01/11 04:59:18.564,2019/01/11 04:59:18.564,227,242,Palestinian Territories
46,F,2019/01/11 04:59:41.818,2019/01/11 04:59:41.818,202,187,Luxembourg
44,K,2019/01/11 05:01:07.196,2019/01/11 05:01:07.196,203,39,Christmas Island
51,M,2019/01/11 05:01:12.852,2019/01/11 05:01:12.852,164,185,United States
54,A,2019/01/11 05:01:19.639,2019/01/11 05:01:19.639,191,192,Syria
56,H,2019/01/11 05:04:20.415,2019/01/11 05:04:20.415,54,56,Bolivia
62,D,2019/01/11 05:10:30.553,2019/01/11 05:10:30.553,167,180,Antarctica
47,M,2019/01/11 05:15:18.109,2019/01/11 05:15:18.109,223,182,Switzerland
59,E,2019/01/11 05:18:43.735,2019/01/11 05:18:43.735,25,190,Syria
64,A,2019/01/11 05:20:00.000,2019/01/11 05:20:00.000,75,5,Paraguay
58,G,2019/01/11 05:21:36.684,2019/01/11 05:21:36.684,8,149,Tanzania
52,C,2019/01/11 05:22:32.123,2019/01/11 05:22:32.123,208,134,Togo
61,C,2019/01/11 05:23:26.915,2019/01/11 05:23:26.915,100,134,Cayman Islands
55,E,2019/01/11 05:25:06.641,2019/01/11 05:25:06.641,214,132,Micronesia
57,F,2019/01/11 05:25:24.094,2019/01/11 05:25:24.094,146,65,Guinea-Bissau
41,L,2019/01/11 05:26:38.907,2019/01/11 05:26:38.907,231,120,Barbados
60,A,2019/01/11 05:29:56.709,2019/01/11 05:29:56.709,138,149,Portugal
46,E,2019/01/11 05:30:05.656,2019/01/11 05:30:05.656,139,57,Chad
54,D,2019/01/11 05:31:33.555,2019/01/11 05:31:33.555,187,183,Singapore
44,M,2019/01/11 05:33:08.673,2019/01/11 05:33:08.673,49,198,Andorra
51,N,2019/01/11 05:35:30.884,2019/01/11 05:35:30.884,192,106,Belarus
65,A,2019/01/11 05:40:00.000,2019/01/11 05:40:00.000,56,219,Anguilla
62,F,2019/01/11 05:43:24.784,2019/01/11 05:43:24.784,121,129,Grenada
47,N,2019/01/11 05:45:28.095,2019/01/11 05:45:28.095,86,231,Argentina
55,G,2019/01/11 05:49:35.827,2019/01/11 05:49:35.827,131,10,Jamaica
64,D,2019/01/11 05:49:45.280,2019/01/11 05:49:45.280,103,190,Mauritania
59,G,2019/01/11 05:51:13.151,2019/01/11 05:51:13.151,252,1,Grenada
61,A,2019/01/11 05:51:40.261,2019/01/11 05:51:40.261,204,226,Zimbabwe
58,H,2019/01/11 05:52:14.495,2019/01/11 05:52:14.495,191,121,Congo - Kinshasa
52,A,2019/01/11 05:53:44.854,2019/01/11 05:53:44.854,56,103,Ethiopia
57,E,2019/01/11 05:55:46.582,2019/01/11 05:55:46.582,21,21,Ghana
41,M,2019/01/11 05:57:45.435,2019/01/11 05:57:45.435,165,218,Jordan
54,F,2019/01/11 06:00:14.069,2019/01/11 06:00:14.069,93,60,Tristan da Cunha
46,G,2019/01/11 06:01:31.030,2019/01/11 06:01:31.030,117,246,Kazakhstan
60,B,2019/01/11 06:02:27.387,2019/01/11 06:02:27.387,66,59,Botswana
44,O,2019/01/11 06:03:45.887,2019/01/11 06:03:45.887,122,69,San Marino
65,D,2019/01/11 06:05:42.176,2019/01/11 06:05:42.176,36,134,Guyana
62,E,2019/01/11 06:07:00.956,2019/01/11 06:07:00.956,175,1,Bahrain
61,B,2019/01/11 06:19:45.274,2019/01/11 06:19:45.274,19,0,Bangladesh
67,A,2019/01/11 06:20:00.000,2019/01/11 06:20:00.000,65,202,Gibraltar
64,F,2019/01/11 06:20:30.090,2019/01/11 06:20:30.090,131,17,Solomon Islands
55,I,2019/01/11 06:22:44.461,2019/01/11 06:22:44.461,164,121,Andorra
41,N,2019/01/11 06:23:36.256,2019/01/11 06:23:36.256,140,129,Chad
59,I,2019/01/11 06:24:22.091,2019/01/11 06:24:22.091,160,99,Mali
57,G,2019/01/11 06:24:24.165,2019/01/11 06:24:24.165,124,17,Paraguay
52,B,2019/01/11 06:28:03.392,2019/01/11 06:28:03.392,222,194,Ceuta & Melilla
46,I,2019/01/11 06:28:17.769,2019/01/11 06:28:17.769,151,94,Nauru
54,E,2019/01/11 06:30:41.521,2019/01/11 06:30:41.521,39,26,Botswana
60,C,2019/01/11 06:33:22.846,2019/01/11 06:33:22.846,164,165,Norway
65,F,2019/01/11 06:33:28.741,2019/01/11 06:33:28.741,201,82,Cameroon
62,G,2019/01/11 06:37:07.312,2019/01/11 06:37:07.312,25,202,Malawi
68,A,2019/01/11 06:40:00.000,2019/01/11 06:40:00.000,98,212,Maldives
64,E,2019/01/11 06:51:46.944,2019/01/11 06:51:46.944,245,131,Turks & Caicos Islands
61,C,2019/01/11 06:51:54.004,2019/01/11 06:51:54.004,105,99,Trinidad & Tobago
57,H,2019/01/11 06:52:34.371,2019/01/11 06:52:34.371,204,190,Aruba
55,J,2019/01/11 06:54:16.824,2019/01/11 06:54:16.824,97,171,South Sudan
67,D,2019/01/11 06:56:05.310,2019/01/11 06:56:05.310,120,173,Jersey
52,C,2019/01/11 06:57:39.707,2019/01/11 06:57:39.707,224,21,Dominica
46,J,2019/01/11 06:58:55.223,2019/01/11 06:58:55.223,212,224,Romania
69,A,2019/01/11 07:00:00.000,2019/01/11 07:00:00.000,233,29,Myanmar (Burma)
59,J,2019/01/11 07:04:15.363,2019/01/11 07:04:15.363,161,165,Iran
54,G,2019/01/11 07:05:04.670,2019/01/11 07:05:04.670,98,18,Nicaragua
60,A,2019/01/11 07:05:53.200,2019/01/11 07:05:53.200,230,222,Brazil
68,B,2019/01/11 07:05:54.495,2019/01/11 07:05:54.495,0,143,South Georgia & South Sandwich Islands
65,E,2019/01/11 07:06:14.465,2019/01/11 07:06:14.465,210,157,Bahamas
