case,activity,timestamp
Case 22179,WP Lead,2011/01/31 17:00:29.000
Case 3258,WP Lead,2011/01/31 17:00:30.000
Case 8050,WP Lead,2011/01/31 17:00:30.000
Case 16759,WP Lead,2011/01/31 17:00:30.000
Case 17694,WP Lead,2011/01/31 17:00:30.000
Case 10986,WP Lead,2011/01/31 17:00:31.000
Case 12769,Process Creation,2011/01/31 17:00:37.000
Case 12769,EngSupplierDesign Lead,2011/01/31 17:00:38.000
Case 2577,Process Creation,2011/01/31 17:00:42.000
Case 2577,EngSupplierDesign Lead,2011/01/31 17:00:43.000
Case 2577,WP Lead,2011/01/31 17:00:52.000
Case 12769,WP Lead,2011/01/31 17:00:52.000
Case 7065,Process Creation,2011/02/01 11:00:28.000
Case 19484,Process Creation,2011/02/01 11:00:30.000
Case 7066,Process Creation,2011/02/01 12:00:37.000
Case 19485,Process Creation,2011/02/01 12:00:38.000
Case 7066,EngSupplierDesign Lead,2011/02/01 12:00:39.000
Case 19485,EngSupplierDesign Lead,2011/02/01 12:00:39.000
Case 23413,Process Creation,2011/02/01 12:00:43.000
Case 7416,Process Creation,2011/02/01 12:00:44.000
Case 7416,EngSupplierDesign Lead,2011/02/01 12:00:45.000
Case 23413,EngSupplierDesign Lead,2011/02/01 12:00:45.000
Case 3739,Process Creation,2011/02/01 12:00:52.000
Case 10158,Process Creation,2011/02/01 12:00:56.000
Case 3739,EngSupplierDesign Lead,2011/02/01 12:00:57.000
Case 10158,EngSupplierDesign Lead,2011/02/01 12:00:57.000
Case 6332,Process Creation,2011/02/01 15:00:58.000
Case 6237,Process Creation,2011/02/01 16:00:03.000
Case 6237,EngSupplierDesign Lead,2011/02/01 16:00:06.000
Case 6332,EngSupplierDesign Lead,2011/02/01 16:00:06.000
Case 18650,Process Creation,2011/02/01 16:00:14.000
Case 50,Process Creation,2011/02/01 16:00:15.000
Case 50,EngSupplierDesign Lead,2011/02/01 16:00:16.000
Case 18650,EngSupplierDesign Lead,2011/02/01 16:00:16.000
Case 10140,Process Creation,2011/02/01 16:00:19.000
Case 16102,Process Creation,2011/02/01 16:00:24.000
Case 10140,EngSupplierDesign Lead,2011/02/01 16:00:25.000
Case 16102,EngSupplierDesign Lead,2011/02/01 16:00:25.000
Case 7066,WP Lead,2011/02/01 16:00:27.000
Case 19485,WP Lead,2011/02/01 16:00:27.000
Case 3739,WP Lead,2011/02/01 16:00:28.000
Case 7416,WP Lead,2011/02/01 16:00:28.000
Case 23413,WP Lead,2011/02/01 16:00:28.000
Case 6237,WP Lead,2011/02/01 16:00:29.000
Case 6332,WP Lead,2011/02/01 16:00:29.000
Case 10158,WP Lead,2011/02/01 16:00:29.000
Case 50,WP Lead,2011/02/01 16:00:30.000
Case 10140,WP Lead,2011/02/01 16:00:30.000
Case 16102,WP Lead,2011/02/01 16:00:30.000
Case 18650,WP Lead,2011/02/01 16:00:30.000
Case 19911,Process Creation,2011/02/01 16:00:38.000
Case 1753,Process Creation,2011/02/01 16:00:44.000
Case 11835,Process Creation,2011/02/01 16:00:47.000
Case 1785,Process Creation,2011/02/01 17:00:01.000
Case 1082,Process Creation,2011/02/01 17:00:12.000
Case 1082,EngSupplierDesign Lead,2011/02/01 17:00:13.000
Case 1753,EngSupplierDesign Lead,2011/02/01 17:00:14.000
Case 1785,EngSupplierDesign Lead,2011/02/01 17:00:14.000
Case 11835,EngSupplierDesign Lead,2011/02/01 17:00:14.000
Case 19911,EngSupplierDesign Lead,2011/02/01 17:00:16.000
Case 12770,Process Creation,2011/02/01 17:00:51.000
Case 12770,EngSupplierDesign Lead,2011/02/01 17:00:52.000
Case 6400,Process Creation,2011/02/01 17:00:56.000
Case 6400,EngSupplierDesign Lead,2011/02/01 17:00:57.000
Case 7497,Process Creation,2011/02/01 18:00:00.000
Case 7497,EngSupplierDesign Lead,2011/02/01 18:00:01.000
Case 6400,WP Lead,2011/02/01 18:00:03.000
Case 7497,WP Lead,2011/02/01 18:00:03.000
Case 12770,WP Lead,2011/02/01 18:00:03.000
Case 12826,Process Creation,2011/02/01 18:00:13.000
Case 17540,Process Creation,2011/02/01 18:00:15.000
Case 6815,Process Creation,2011/02/01 18:00:19.000
Case 7400,Process Creation,2011/02/01 18:00:25.000
Case 14667,Process Creation,2011/02/01 18:00:27.000
Case 2578,Process Creation,2011/02/01 18:00:30.000
Case 2578,EngSupplierDesign Lead,2011/02/01 18:00:54.000
Case 6815,EngSupplierDesign Lead,2011/02/01 18:00:54.000
Case 7400,EngSupplierDesign Lead,2011/02/01 18:00:54.000
Case 12826,EngSupplierDesign Lead,2011/02/01 18:00:54.000
Case 14667,EngSupplierDesign Lead,2011/02/01 18:00:54.000
Case 17540,EngSupplierDesign Lead,2011/02/01 18:00:54.000
Case 6815,WP Lead,2011/02/01 18:00:56.000
Case 12826,WP Lead,2011/02/01 18:00:56.000
Case 17540,WP Lead,2011/02/01 18:00:56.000
Case 2578,WP Lead,2011/02/01 18:00:57.000
Case 7400,WP Lead,2011/02/01 18:00:57.000
Case 14667,WP Lead,2011/02/01 18:00:57.000
Case 1082,WP Lead,2011/02/02 12:00:35.000
Case 1753,WP Lead,2011/02/02 12:00:35.000
Case 1785,WP Lead,2011/02/02 12:00:35.000
Case 11835,WP Lead,2011/02/02 12:00:35.000
Case 19911,WP Lead,2011/02/02 12:00:35.000
Case 6815,CRA,2011/02/02 15:00:22.000
Case 7400,CRA,2011/02/02 15:00:22.000
Case 12770,CRA,2011/02/02 15:00:22.000
Case 12826,CRA,2011/02/02 15:00:22.000
Case 17540,CRA,2011/02/02 15:00:22.000
Case 2578,CRA,2011/02/02 15:00:23.000
Case 14667,CRA,2011/02/02 15:00:23.000
Case 12827,Process Creation,2011/02/03 17:00:34.000
Case 12827,EngSupplierDesign Lead,2011/02/03 17:00:35.000
Case 17541,Process Creation,2011/02/03 17:00:37.000
Case 17541,EngSupplierDesign Lead,2011/02/03 17:00:37.000
Case 6816,Process Creation,2011/02/03 17:00:48.000
Case 6816,EngSupplierDesign Lead,2011/02/03 17:00:48.000
Case 7401,Process Creation,2011/02/03 17:00:51.000
Case 7401,EngSupplierDesign Lead,2011/02/03 17:00:52.000
Case 14668,Process Creation,2011/02/03 17:00:54.000
Case 14668,EngSupplierDesign Lead,2011/02/03 17:00:55.000
Case 2579,Process Creation,2011/02/03 17:00:57.000
Case 2579,EngSupplierDesign Lead,2011/02/03 17:00:58.000
Case 6816,WP Lead,2011/02/03 17:00:59.000
Case 12827,WP Lead,2011/02/03 17:00:59.000
Case 17541,WP Lead,2011/02/03 17:00:59.000
Case 7401,WP Lead,2011/02/04 12:00:02.000
Case 2579,WP Lead,2011/02/04 12:00:04.000
Case 14668,WP Lead,2011/02/04 12:00:04.000
Case 499,Process Creation,2011/02/07 10:00:06.000
Case 12189,Process Creation,2011/02/07 10:00:07.000
Case 3775,Process Creation,2011/02/07 10:00:57.000
Case 8051,Process Creation,2011/02/07 10:00:59.000
Case 7152,Process Creation,2011/02/07 11:00:05.000
Case 22180,Process Creation,2011/02/07 11:00:07.000
Case 11091,Process Creation,2011/02/07 11:00:09.000
Case 16485,Process Creation,2011/02/07 11:00:11.000
Case 16873,Process Creation,2011/02/07 11:00:12.000
Case 15069,Process Creation,2011/02/07 11:00:13.000
Case 9371,Process Creation,2011/02/07 11:00:14.000
Case 12189,EngSupplierDesign Lead,2011/02/07 11:00:14.000
Case 5543,Process Creation,2011/02/07 11:00:15.000
Case 8405,Process Creation,2011/02/07 11:00:16.000
Case 12420,Process Creation,2011/02/07 11:00:18.000
Case 499,EngSupplierDesign Lead,2011/02/07 11:00:20.000
Case 962,Process Creation,2011/02/07 11:00:22.000
Case 1400,Process Creation,2011/02/07 11:00:23.000
Case 8344,Process Creation,2011/02/07 11:00:24.000
Case 4098,Process Creation,2011/02/07 11:00:25.000
Case 3775,EngSupplierDesign Lead,2011/02/07 11:00:46.000
Case 4098,EngSupplierDesign Lead,2011/02/07 11:00:47.000
Case 5406,Process Creation,2011/02/07 11:00:47.000
Case 5406,EngSupplierDesign Lead,2011/02/07 11:00:47.000
Case 7152,EngSupplierDesign Lead,2011/02/07 11:00:47.000
Case 8051,EngSupplierDesign Lead,2011/02/07 11:00:47.000
Case 8344,EngSupplierDesign Lead,2011/02/07 11:00:47.000
Case 22180,EngSupplierDesign Lead,2011/02/07 11:00:47.000
Case 962,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 1400,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 5543,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 8405,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 9371,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 12420,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 16873,EngSupplierDesign Lead,2011/02/07 11:00:48.000
Case 11091,EngSupplierDesign Lead,2011/02/07 11:00:49.000
Case 15069,EngSupplierDesign Lead,2011/02/07 11:00:49.000
Case 16485,EngSupplierDesign Lead,2011/02/07 11:00:49.000
Case 5406,WP Lead,2011/02/07 11:00:51.000
Case 12189,WP Lead,2011/02/07 11:00:51.000
Case 499,WP Lead,2011/02/07 11:00:52.000
Case 7498,Process Creation,2011/02/07 14:00:40.000
Case 7498,EngSupplierDesign Lead,2011/02/07 14:00:41.000
Case 12771,Process Creation,2011/02/07 15:00:12.000
Case 12771,EngSupplierDesign Lead,2011/02/07 15:00:12.000
Case 7498,WP Lead,2011/02/07 15:00:18.000
Case 12771,WP Lead,2011/02/07 15:00:18.000
Case 17695,Process Creation,2011/02/07 17:00:18.000
Case 10987,Process Creation,2011/02/07 17:00:26.000
Case 7067,Process Creation,2011/02/07 17:00:33.000
Case 19486,Process Creation,2011/02/07 17:00:34.000
Case 10988,Process Creation,2011/02/07 17:00:37.000
Case 499,Stress WP Lead,2011/02/07 17:00:38.000
Case 7067,EngSupplierDesign Lead,2011/02/07 17:00:38.000
Case 10988,EngSupplierDesign Lead,2011/02/07 17:00:38.000
Case 17695,EngSupplierDesign Lead,2011/02/07 17:00:38.000
Case 19486,EngSupplierDesign Lead,2011/02/07 17:00:38.000
Case 12189,Stress WP Lead,2011/02/07 17:00:39.000
Case 5406,Stress WP Lead,2011/02/07 17:00:40.000
Case 12190,Process Creation,2011/02/08 12:00:01.000
Case 500,Process Creation,2011/02/08 12:00:03.000
Case 12190,EngSupplierDesign Lead,2011/02/08 12:00:06.000
Case 500,EngSupplierDesign Lead,2011/02/08 12:00:08.000
Case 7417,Process Creation,2011/02/08 12:00:11.000
Case 23414,Process Creation,2011/02/08 12:00:15.000
Case 3740,Process Creation,2011/02/08 12:00:19.000
Case 5407,Process Creation,2011/02/08 12:00:21.000
Case 10159,Process Creation,2011/02/08 12:00:23.000
Case 6333,Process Creation,2011/02/08 12:00:28.000
Case 6238,Process Creation,2011/02/08 12:00:35.000
Case 51,Process Creation,2011/02/08 12:00:39.000
Case 18651,Process Creation,2011/02/08 12:00:44.000
Case 16103,Process Creation,2011/02/08 12:00:47.000
Case 10141,Process Creation,2011/02/08 12:00:51.000
Case 7417,EngSupplierDesign Lead,2011/02/08 12:00:54.000
Case 23414,EngSupplierDesign Lead,2011/02/08 12:00:54.000
Case 51,EngSupplierDesign Lead,2011/02/08 12:00:55.000
Case 3740,EngSupplierDesign Lead,2011/02/08 12:00:55.000
Case 6238,EngSupplierDesign Lead,2011/02/08 12:00:55.000
Case 6333,EngSupplierDesign Lead,2011/02/08 12:00:55.000
Case 10159,EngSupplierDesign Lead,2011/02/08 12:00:55.000
Case 10141,EngSupplierDesign Lead,2011/02/08 12:00:56.000
Case 16103,EngSupplierDesign Lead,2011/02/08 12:00:56.000
Case 18651,EngSupplierDesign Lead,2011/02/08 12:00:56.000
Case 16760,Process Creation,2011/02/08 13:00:02.000
Case 3259,Process Creation,2011/02/08 13:00:07.000
Case 3259,EngSupplierDesign Lead,2011/02/08 13:00:09.000
Case 16760,EngSupplierDesign Lead,2011/02/08 13:00:09.000
Case 5407,EngSupplierDesign Lead,2011/02/08 13:00:30.000
Case 7498,Stress WP Lead,2011/02/08 15:00:10.000
Case 12191,Process Creation,2011/02/08 15:00:10.000
Case 12771,Stress WP Lead,2011/02/08 15:00:10.000
Case 12191,EngSupplierDesign Lead,2011/02/08 15:00:11.000
Case 501,Process Creation,2011/02/08 15:00:57.000
Case 5408,Process Creation,2011/02/08 16:00:01.000
Case 501,EngSupplierDesign Lead,2011/02/08 16:00:02.000
Case 5408,EngSupplierDesign Lead,2011/02/08 16:00:05.000
Case 5408,WP Lead,2011/02/08 17:00:04.000
Case 501,WP Lead,2011/02/08 17:00:05.000
Case 12191,WP Lead,2011/02/08 17:00:05.000
Case 7498,CRA,2011/02/08 18:00:00.000
Case 12772,Process Creation,2011/02/08 18:00:41.000
Case 12772,EngSupplierDesign Lead,2011/02/08 18:00:42.000
Case 12772,WP Lead,2011/02/08 18:00:43.000
Case 12772,Stress WP Lead,2011/02/08 18:00:45.000
Case 12772,CRA,2011/02/09 11:00:54.000
Case 501,Stress WP Lead,2011/02/09 16:00:27.000
Case 5408,Stress WP Lead,2011/02/09 16:00:27.000
Case 12191,Stress WP Lead,2011/02/09 16:00:27.000
Case 19912,Process Creation,2011/02/09 17:00:37.000
Case 1754,Process Creation,2011/02/09 17:00:46.000
Case 13114,Process Creation,2011/02/09 18:00:22.000
Case 11092,Process Creation,2011/02/10 08:00:54.000
Case 16486,Process Creation,2011/02/10 08:00:57.000
Case 15070,Process Creation,2011/02/10 08:00:59.000
Case 16874,Process Creation,2011/02/10 09:00:00.000
Case 5544,Process Creation,2011/02/10 09:00:02.000
Case 9372,Process Creation,2011/02/10 09:00:04.000
Case 13114,EngSupplierDesign Lead,2011/02/10 09:00:13.000
Case 8406,Process Creation,2011/02/10 09:00:27.000
Case 12421,Process Creation,2011/02/10 09:00:28.000
Case 963,Process Creation,2011/02/10 09:00:31.000
Case 1401,Process Creation,2011/02/10 09:00:35.000
Case 8345,Process Creation,2011/02/10 09:00:38.000
Case 4099,Process Creation,2011/02/10 09:00:42.000
Case 22181,Process Creation,2011/02/10 09:00:47.000
Case 7153,Process Creation,2011/02/10 09:00:50.000
Case 8052,Process Creation,2011/02/10 09:00:55.000
Case 3776,Process Creation,2011/02/10 10:00:00.000
Case 16761,Process Creation,2011/02/10 10:00:03.000
Case 501,CRA,2011/02/10 10:00:31.000
Case 12191,CRA,2011/02/10 10:00:31.000
Case 3260,Process Creation,2011/02/10 10:00:34.000
Case 10989,Process Creation,2011/02/10 10:00:54.000
Case 17696,Process Creation,2011/02/10 10:00:55.000
Case 7068,Process Creation,2011/02/10 10:00:59.000
Case 19487,Process Creation,2011/02/10 11:00:01.000
Case 14442,Process Creation,2011/02/10 11:00:04.000
Case 23415,Process Creation,2011/02/10 11:00:05.000
Case 7418,Process Creation,2011/02/10 11:00:07.000
Case 6466,Process Creation,2011/02/10 11:00:09.000
Case 10160,Process Creation,2011/02/10 11:00:10.000
Case 14442,EngSupplierDesign Lead,2011/02/10 11:00:11.000
Case 6466,EngSupplierDesign Lead,2011/02/10 11:00:12.000
Case 3741,Process Creation,2011/02/10 11:00:14.000
Case 6334,Process Creation,2011/02/10 11:00:17.000
Case 6239,Process Creation,2011/02/10 11:00:18.000
Case 1429,Process Creation,2011/02/10 11:00:19.000
Case 1429,EngSupplierDesign Lead,2011/02/10 11:00:20.000
Case 52,Process Creation,2011/02/10 11:00:22.000
Case 18652,Process Creation,2011/02/10 11:00:23.000
Case 1754,EngSupplierDesign Lead,2011/02/10 11:00:25.000
Case 19912,EngSupplierDesign Lead,2011/02/10 11:00:25.000
Case 16104,Process Creation,2011/02/10 11:00:26.000
Case 10142,Process Creation,2011/02/10 11:00:28.000
Case 10989,EngSupplierDesign Lead,2011/02/10 11:00:28.000
Case 7068,EngSupplierDesign Lead,2011/02/10 11:00:29.000
Case 7418,EngSupplierDesign Lead,2011/02/10 11:00:29.000
Case 10160,EngSupplierDesign Lead,2011/02/10 11:00:29.000
Case 17696,EngSupplierDesign Lead,2011/02/10 11:00:29.000
Case 19487,EngSupplierDesign Lead,2011/02/10 11:00:29.000
Case 23415,EngSupplierDesign Lead,2011/02/10 11:00:29.000
Case 52,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 3741,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 6239,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 6334,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 10142,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 16104,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 18652,EngSupplierDesign Lead,2011/02/10 11:00:30.000
Case 5544,EngSupplierDesign Lead,2011/02/10 11:00:31.000
Case 11092,EngSupplierDesign Lead,2011/02/10 11:00:31.000
Case 15070,EngSupplierDesign Lead,2011/02/10 11:00:31.000
Case 16486,EngSupplierDesign Lead,2011/02/10 11:00:31.000
Case 16874,EngSupplierDesign Lead,2011/02/10 11:00:31.000
Case 963,EngSupplierDesign Lead,2011/02/10 11:00:32.000
Case 1401,EngSupplierDesign Lead,2011/02/10 11:00:32.000
Case 6797,Process Creation,2011/02/10 11:00:32.000
Case 8345,EngSupplierDesign Lead,2011/02/10 11:00:32.000
Case 8406,EngSupplierDesign Lead,2011/02/10 11:00:32.000
Case 9372,EngSupplierDesign Lead,2011/02/10 11:00:32.000
Case 12421,EngSupplierDesign Lead,2011/02/10 11:00:32.000
Case 3260,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 3776,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 4099,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 7153,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 8052,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 16761,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 22181,EngSupplierDesign Lead,2011/02/10 11:00:33.000
Case 11836,Process Creation,2011/02/10 11:00:35.000
Case 11836,EngSupplierDesign Lead,2011/02/10 11:00:36.000
Case 1786,Process Creation,2011/02/10 11:00:37.000
Case 1786,EngSupplierDesign Lead,2011/02/10 11:00:38.000
Case 7068,WP Lead,2011/02/10 11:00:38.000
Case 10989,WP Lead,2011/02/10 11:00:38.000
Case 17696,WP Lead,2011/02/10 11:00:38.000
Case 19487,WP Lead,2011/02/10 11:00:38.000
Case 52,WP Lead,2011/02/10 11:00:39.000
Case 3741,WP Lead,2011/02/10 11:00:39.000
Case 6239,WP Lead,2011/02/10 11:00:39.000
Case 6334,WP Lead,2011/02/10 11:00:39.000
Case 7418,WP Lead,2011/02/10 11:00:39.000
Case 10160,WP Lead,2011/02/10 11:00:39.000
Case 23415,WP Lead,2011/02/10 11:00:39.000
Case 10142,WP Lead,2011/02/10 11:00:40.000
Case 11092,WP Lead,2011/02/10 11:00:40.000
Case 15070,WP Lead,2011/02/10 11:00:40.000
Case 16104,WP Lead,2011/02/10 11:00:40.000
Case 16486,WP Lead,2011/02/10 11:00:40.000
Case 16874,WP Lead,2011/02/10 11:00:40.000
Case 18652,WP Lead,2011/02/10 11:00:40.000
Case 963,WP Lead,2011/02/10 11:00:41.000
Case 1401,WP Lead,2011/02/10 11:00:41.000
Case 4099,WP Lead,2011/02/10 11:00:41.000
Case 5544,WP Lead,2011/02/10 11:00:41.000
Case 8345,WP Lead,2011/02/10 11:00:41.000
Case 8406,WP Lead,2011/02/10 11:00:41.000
Case 9372,WP Lead,2011/02/10 11:00:41.000
Case 12421,WP Lead,2011/02/10 11:00:41.000
Case 22181,WP Lead,2011/02/10 11:00:41.000
Case 3260,WP Lead,2011/02/10 11:00:42.000
Case 3776,WP Lead,2011/02/10 11:00:42.000
Case 7153,WP Lead,2011/02/10 11:00:42.000
Case 8052,WP Lead,2011/02/10 11:00:42.000
Case 16761,WP Lead,2011/02/10 11:00:42.000
Case 7153,Stress WP Lead,2011/02/10 11:00:46.000
Case 3260,Stress WP Lead,2011/02/10 11:00:47.000
Case 16761,Stress WP Lead,2011/02/10 11:00:47.000
Case 3776,Stress WP Lead,2011/02/10 11:00:48.000
Case 4099,Stress WP Lead,2011/02/10 11:00:48.000
Case 8052,Stress WP Lead,2011/02/10 11:00:48.000
Case 22181,Stress WP Lead,2011/02/10 11:00:48.000
Case 963,Stress WP Lead,2011/02/10 11:00:49.000
Case 1401,Stress WP Lead,2011/02/10 11:00:49.000
Case 8345,Stress WP Lead,2011/02/10 11:00:49.000
Case 7499,Process Creation,2011/02/10 11:00:50.000
Case 8406,Stress WP Lead,2011/02/10 11:00:50.000
Case 9372,Stress WP Lead,2011/02/10 11:00:50.000
Case 12421,Stress WP Lead,2011/02/10 11:00:50.000
Case 5544,Stress WP Lead,2011/02/10 11:00:51.000
Case 15070,Stress WP Lead,2011/02/10 11:00:51.000
Case 16874,Stress WP Lead,2011/02/10 11:00:51.000
Case 11092,Stress WP Lead,2011/02/10 11:00:52.000
Case 16486,Stress WP Lead,2011/02/10 11:00:52.000
Case 52,Stress WP Lead,2011/02/10 11:00:53.000
Case 10142,Stress WP Lead,2011/02/10 11:00:53.000
Case 16104,Stress WP Lead,2011/02/10 11:00:53.000
Case 18652,Stress WP Lead,2011/02/10 11:00:53.000
Case 3741,Stress WP Lead,2011/02/10 11:00:54.000
Case 6239,Stress WP Lead,2011/02/10 11:00:54.000
Case 6334,Stress WP Lead,2011/02/10 11:00:54.000
Case 11403,Process Creation,2011/02/10 11:00:54.000
Case 7418,Stress WP Lead,2011/02/10 11:00:55.000
Case 10160,Stress WP Lead,2011/02/10 11:00:55.000
Case 23415,Stress WP Lead,2011/02/10 11:00:56.000
Case 19487,Stress WP Lead,2011/02/10 11:00:57.000
Case 7068,Stress WP Lead,2011/02/10 11:00:58.000
Case 10989,Stress WP Lead,2011/02/10 11:00:58.000
Case 17696,Stress WP Lead,2011/02/10 11:00:58.000
Case 19205,Process Creation,2011/02/10 11:00:58.000
Case 12773,Process Creation,2011/02/10 12:00:01.000
Case 7499,EngSupplierDesign Lead,2011/02/10 12:00:02.000
Case 12773,EngSupplierDesign Lead,2011/02/10 12:00:02.000
Case 12828,Process Creation,2011/02/10 14:00:39.000
Case 17542,Process Creation,2011/02/10 14:00:46.000
Case 12828,EngSupplierDesign Lead,2011/02/10 14:00:47.000
Case 17542,EngSupplierDesign Lead,2011/02/10 14:00:47.000
Case 1083,Process Creation,2011/02/10 14:00:58.000
Case 1083,EngSupplierDesign Lead,2011/02/10 14:00:59.000
Case 6817,Process Creation,2011/02/10 15:00:00.000
Case 7402,Process Creation,2011/02/10 15:00:07.000
Case 14669,Process Creation,2011/02/10 15:00:17.000
Case 2580,Process Creation,2011/02/10 15:00:22.000
Case 2580,EngSupplierDesign Lead,2011/02/10 15:00:23.000
Case 6817,EngSupplierDesign Lead,2011/02/10 15:00:23.000
Case 7402,EngSupplierDesign Lead,2011/02/10 15:00:23.000
Case 14669,EngSupplierDesign Lead,2011/02/10 15:00:23.000
Case 6817,WP Lead,2011/02/10 15:00:25.000
Case 7499,WP Lead,2011/02/10 15:00:25.000
Case 12773,WP Lead,2011/02/10 15:00:25.000
Case 12828,WP Lead,2011/02/10 15:00:25.000
Case 17542,WP Lead,2011/02/10 15:00:25.000
Case 2580,WP Lead,2011/02/10 15:00:26.000
Case 7402,WP Lead,2011/02/10 15:00:26.000
Case 14669,WP Lead,2011/02/10 15:00:26.000
Case 502,Process Creation,2011/02/10 17:00:14.000
Case 502,EngSupplierDesign Lead,2011/02/10 17:00:15.000
Case 12192,Process Creation,2011/02/10 17:00:31.000
